sales_person,country,product,date,amount,boxes_shipped
Husein Augar,Australia,Orange Choco,2023-06-28,9332.76,196
Marney O'Breen,Australia,Milk Bars,2023-07-28,2673.47,375
Kelci Walkden,Canada,99% Dark & Pure,2023-08-15,4950.21,54
Kaine Padly,Australia,Manuka Honey Choco,2023-01-12,2919.11,271
Beverie Moffet,New Zealand,White Choc,2023-03-24,8003.23,7
Van Tuxwell,UK,Milk Bars,2023-07-25,4902.78,91
Oby Sorrel,Canada,99% Dark & Pure,2023-08-01,4033.53,430
Van Tuxwell,India,Organic Choco Syrup,2023-05-16,22751.18,182
Roddy Speechley,India,Smooth Sliky Salty,2023-08-10,5118.11,137
Jan Morforth,India,Eclairs,2023-01-05,2835.9,26
Ches Bonnell,UK,Smooth Sliky Salty,2023-07-11,5828.22,121
Wilone O'Kielt,USA,After Nines,2023-04-25,396.19,32
Gigi Bohling,New Zealand,Fruit & Nut Bars,2023-04-04,11226.5,118
Barr Faughny,USA,Raspberry Choco,2023-04-12,10102.86,107
Wilone O'Kielt,New Zealand,85% Dark Bars,2023-08-02,2084.86,119
Gigi Bohling,New Zealand,Manuka Honey Choco,2023-06-28,8495.79,268
Ches Bonnell,Australia,Eclairs,2023-07-05,4248.34,130
Rafaelita Blaksland,New Zealand,Choco Coated Almonds,2023-06-07,2236.11,46
Brien Boise,New Zealand,Smooth Sliky Salty,2023-01-18,1124.27,26
Brien Boise,Australia,Baker's Choco Chips,2023-01-04,12870.47,227
Dennison Crosswaite,Australia,99% Dark & Pure,2023-01-31,3017.66,19
Kelci Walkden,India,Almond Choco,2023-03-14,3574.12,149
Camilla Castle,Australia,70% Dark Bites,2023-04-29,6249.31,509
Oby Sorrel,India,Smooth Sliky Salty,2023-02-07,10759.61,107
Kaine Padly,UK,Organic Choco Syrup,2023-03-31,2508.03,175
Marney O'Breen,India,Caramel Stuffed Bars,2023-03-16,4997.82,83
Karlen McCaffrey,UK,Eclairs,2023-01-25,7901.09,200
Van Tuxwell,India,Baker's Choco Chips,2023-06-20,3133.42,479
Gigi Bohling,UK,After Nines,2023-03-29,8320.29,171
Curtice Advani,Australia,Orange Choco,2023-07-12,909.93,132
Jehu Rudeforth,Canada,Smooth Sliky Salty,2023-07-11,5631.26,142
Karlen McCaffrey,Canada,Smooth Sliky Salty,2023-01-19,3283.44,186
Andria Kimpton,USA,85% Dark Bars,2023-04-05,9458.03,87
Jehu Rudeforth,Canada,Milk Bars,2023-02-21,7726.25,12
Rafaelita Blaksland,New Zealand,Caramel Stuffed Bars,2023-05-20,14369.4,15
Mallorie Waber,Australia,Milk Bars,2023-07-29,2829.57,106
Barr Faughny,USA,Fruit & Nut Bars,2023-01-28,9370.61,45
Marney O'Breen,UK,Caramel Stuffed Bars,2023-07-19,3651.49,112
Mallorie Waber,New Zealand,Manuka Honey Choco,2023-04-13,10229.99,12
Roddy Speechley,India,Peanut Butter Cubes,2023-02-11,11596.89,22
Roddy Speechley,New Zealand,Milk Bars,2023-03-02,5857.9,111
Ches Bonnell,Australia,White Choc,2023-03-02,1177.64,206
Van Tuxwell,USA,99% Dark & Pure,2023-07-28,12930.11,6
Kelci Walkden,India,After Nines,2023-01-07,1732.04,531
Brien Boise,UK,White Choc,2023-04-12,5837.17,173
Van Tuxwell,Canada,Almond Choco,2023-06-27,3424.66,70
Jehu Rudeforth,Australia,50% Dark Bites,2023-01-14,5700.28,422
Karlen McCaffrey,UK,Baker's Choco Chips,2023-02-07,5094.48,373
Jehu Rudeforth,Australia,Orange Choco,2023-03-23,14529.2,26
Marney O'Breen,India,Peanut Butter Cubes,2023-01-10,6761.28,145
Oby Sorrel,UK,Choco Coated Almonds,2023-03-17,10370.44,44
Gigi Bohling,USA,Spicy Special Slims,2023-01-21,12450.24,57
Barr Faughny,Australia,White Choc,2023-07-04,8927.63,386
Kaine Padly,Canada,Peanut Butter Cubes,2023-07-04,3438.7,191
Dotty Strutley,USA,Manuka Honey Choco,2023-08-10,299.71,207
Dennison Crosswaite,Australia,50% Dark Bites,2023-04-01,7374.26,12
Gigi Bohling,India,Raspberry Choco,2023-02-22,2775.87,174
Camilla Castle,UK,White Choc,2023-01-03,9957.66,194
Karlen McCaffrey,India,Drinking Coco,2023-05-31,5064.88,251
Dotty Strutley,UK,99% Dark & Pure,2023-01-03,9865.05,273
Husein Augar,New Zealand,Caramel Stuffed Bars,2023-01-27,571.52,489
Barr Faughny,UK,50% Dark Bites,2023-01-28,656.44,67
Curtice Advani,Australia,Organic Choco Syrup,2023-06-28,4008.93,301
Husein Augar,UK,Choco Coated Almonds,2023-03-02,4679.06,43
Wilone O'Kielt,Australia,After Nines,2023-05-27,3446.84,28
Dennison Crosswaite,USA,Almond Choco,2023-06-30,11884.52,82
Barr Faughny,Canada,Peanut Butter Cubes,2023-06-07,2167.19,85
Kaine Padly,USA,70% Dark Bites,2023-05-12,4199.84,107
Barr Faughny,New Zealand,Raspberry Choco,2023-07-29,7358.7,68
Dennison Crosswaite,UK,White Choc,2023-08-03,7870.09,274
Barr Faughny,India,Baker's Choco Chips,2023-08-18,7454.25,148
Van Tuxwell,New Zealand,Smooth Sliky Salty,2023-06-14,3112.3,41
Beverie Moffet,UK,White Choc,2023-06-30,6901.22,80
Camilla Castle,New Zealand,Mint Chip Choco,2023-06-13,1178.0,199
Ches Bonnell,UK,Orange Choco,2023-04-27,14953.83,53
Jan Morforth,Australia,White Choc,2023-07-27,3958.57,33
Mallorie Waber,Canada,85% Dark Bars,2023-04-20,1639.01,430
Rafaelita Blaksland,India,Spicy Special Slims,2023-01-04,8586.04,144
Ches Bonnell,Australia,Mint Chip Choco,2023-02-21,10000.22,98
Karlen McCaffrey,Australia,White Choc,2023-01-05,8448.39,52
Beverie Moffet,India,Drinking Coco,2023-07-15,6984.74,51
Brien Boise,Australia,Choco Coated Almonds,2023-05-25,5641.54,61
Karlen McCaffrey,Canada,Eclairs,2023-04-20,3850.87,372
Gigi Bohling,USA,99% Dark & Pure,2023-06-02,885.68,240
Marney O'Breen,UK,Smooth Sliky Salty,2023-05-13,21251.67,91
Beverie Moffet,New Zealand,Baker's Choco Chips,2023-08-03,1452.61,142
Beverie Moffet,Australia,Milk Bars,2023-05-25,793.17,400
Van Tuxwell,UK,Raspberry Choco,2023-03-16,7152.22,83
Jan Morforth,Australia,Orange Choco,2023-07-04,3364.44,126
Jehu Rudeforth,India,50% Dark Bites,2023-07-05,3470.6,129
Madelene Upcott,USA,After Nines,2023-03-15,4676.32,440
Barr Faughny,UK,Raspberry Choco,2023-08-22,6323.45,70
Ches Bonnell,Australia,70% Dark Bites,2023-01-12,3252.7,119
Marney O'Breen,UK,Baker's Choco Chips,2023-06-10,254.16,161
Kaine Padly,Australia,Peanut Butter Cubes,2023-03-25,6127.37,299
Rafaelita Blaksland,India,Almond Choco,2023-07-27,3791.66,100
Husein Augar,UK,Caramel Stuffed Bars,2023-04-15,17059.69,456
Roddy Speechley,India,Orange Choco,2023-06-27,4154.44,18
Jehu Rudeforth,UK,70% Dark Bites,2023-04-14,6168.51,280
Husein Augar,Australia,Manuka Honey Choco,2023-03-15,7984.45,95
Madelene Upcott,USA,Eclairs,2023-03-18,9108.33,213
Brien Boise,India,Eclairs,2023-04-29,1511.51,58
Mallorie Waber,New Zealand,White Choc,2023-02-25,3364.28,265
Husein Augar,USA,Milk Bars,2023-03-02,934.49,54
Van Tuxwell,Australia,Milk Bars,2023-06-20,8895.7,91
Beverie Moffet,Canada,White Choc,2023-07-15,9957.2,185
Dotty Strutley,Australia,50% Dark Bites,2023-05-12,3359.18,256
Mallorie Waber,New Zealand,Organic Choco Syrup,2023-07-01,5098.29,276
Husein Augar,USA,85% Dark Bars,2023-08-08,398.28,52
Madelene Upcott,Australia,50% Dark Bites,2023-07-25,7473.14,6
Wilone O'Kielt,UK,Drinking Coco,2023-05-18,3638.66,59
Camilla Castle,India,Peanut Butter Cubes,2023-07-15,12507.08,284
Curtice Advani,India,70% Dark Bites,2023-07-05,2393.79,48
Mallorie Waber,USA,Manuka Honey Choco,2023-07-04,6136.99,94
Dotty Strutley,UK,70% Dark Bites,2023-06-20,1264.43,232
Gunar Cockshoot,Australia,Almond Choco,2023-01-25,4101.26,425
Kaine Padly,New Zealand,Spicy Special Slims,2023-07-01,8106.88,40
Gigi Bohling,USA,50% Dark Bites,2023-04-13,2456.1,58
Beverie Moffet,UK,Smooth Sliky Salty,2023-05-04,4726.6,75
Beverie Moffet,Australia,Baker's Choco Chips,2023-08-04,3482.73,108
Beverie Moffet,India,70% Dark Bites,2023-06-01,467.19,159
Jehu Rudeforth,UK,Choco Coated Almonds,2023-04-22,4875.38,185
Kaine Padly,USA,50% Dark Bites,2023-08-03,70.6,27
Ches Bonnell,USA,Orange Choco,2023-06-10,1835.22,73
Gunar Cockshoot,UK,Manuka Honey Choco,2023-06-27,7304.74,49
Marney O'Breen,Australia,Smooth Sliky Salty,2023-01-03,3967.85,163
Marney O'Breen,India,After Nines,2023-07-11,2800.67,190
Ches Bonnell,New Zealand,Milk Bars,2023-08-17,4474.52,120
Rafaelita Blaksland,USA,Fruit & Nut Bars,2023-01-18,2737.03,63
Ches Bonnell,India,Organic Choco Syrup,2023-03-08,16717.26,102
Mallorie Waber,Australia,Orange Choco,2023-03-07,16112.73,282
Husein Augar,India,70% Dark Bites,2023-05-09,6898.0,163
Barr Faughny,New Zealand,85% Dark Bars,2023-05-23,2151.04,170
Madelene Upcott,UK,Caramel Stuffed Bars,2023-04-15,172.51,152
Gigi Bohling,Australia,Drinking Coco,2023-07-27,2949.02,153
Marney O'Breen,Canada,Choco Coated Almonds,2023-08-22,2790.72,435
Ches Bonnell,USA,70% Dark Bites,2023-05-11,5054.42,127
Madelene Upcott,India,Organic Choco Syrup,2023-01-26,5418.75,37
Barr Faughny,USA,50% Dark Bites,2023-04-14,14604.67,128
Dennison Crosswaite,New Zealand,Mint Chip Choco,2023-04-05,6668.93,419
Marney O'Breen,New Zealand,Smooth Sliky Salty,2023-06-14,9689.7,58
Brien Boise,Canada,Almond Choco,2023-04-13,5026.81,123
Beverie Moffet,Australia,White Choc,2023-06-27,2379.01,178
Dotty Strutley,Australia,Eclairs,2023-01-26,7770.55,3
Barr Faughny,UK,White Choc,2023-07-05,1837.47,77
Beverie Moffet,Canada,Baker's Choco Chips,2023-01-11,14625.75,90
Kelci Walkden,USA,White Choc,2023-03-07,10305.4,22
Kaine Padly,Canada,50% Dark Bites,2023-03-04,8798.99,99
Karlen McCaffrey,Canada,Organic Choco Syrup,2023-07-15,2466.59,309
Kaine Padly,UK,Peanut Butter Cubes,2023-05-11,6564.2,92
Karlen McCaffrey,USA,Milk Bars,2023-01-27,4764.56,7
Karlen McCaffrey,India,Orange Choco,2023-06-27,3172.08,153
Ches Bonnell,India,Smooth Sliky Salty,2023-08-03,8062.0,20
Wilone O'Kielt,New Zealand,Mint Chip Choco,2023-08-19,12382.41,245
Wilone O'Kielt,Australia,Fruit & Nut Bars,2023-06-15,413.6,111
Dennison Crosswaite,UK,Peanut Butter Cubes,2023-02-07,10186.18,154
Karlen McCaffrey,Australia,Almond Choco,2023-07-08,7936.84,138
Dennison Crosswaite,India,Milk Bars,2023-04-21,1712.72,93
Ches Bonnell,UK,Mint Chip Choco,2023-04-08,3088.98,226
Husein Augar,Australia,50% Dark Bites,2023-08-19,14953.43,51
Jan Morforth,India,Fruit & Nut Bars,2023-05-04,3219.13,54
Mallorie Waber,USA,85% Dark Bars,2023-05-11,2700.61,112
Mallorie Waber,USA,Eclairs,2023-03-22,7219.96,53
Dennison Crosswaite,Canada,Spicy Special Slims,2023-08-10,2634.13,234
Dennison Crosswaite,USA,Fruit & Nut Bars,2023-05-04,1630.95,321
Kelci Walkden,USA,99% Dark & Pure,2023-08-18,8250.66,258
Dotty Strutley,Canada,Raspberry Choco,2023-08-03,4849.3,248
Marney O'Breen,New Zealand,Milk Bars,2023-01-14,7940.49,328
Madelene Upcott,Australia,Choco Coated Almonds,2023-04-08,2106.93,69
Kelci Walkden,UK,Orange Choco,2023-08-01,3911.85,3
Dennison Crosswaite,Canada,Eclairs,2023-03-15,483.04,45
Karlen McCaffrey,India,Mint Chip Choco,2023-07-15,11380.7,192
Barr Faughny,New Zealand,Almond Choco,2023-01-13,6372.68,131
Mallorie Waber,Australia,85% Dark Bars,2023-08-26,2714.76,52
Ches Bonnell,Canada,Eclairs,2023-01-10,2106.17,172
Gigi Bohling,Australia,White Choc,2023-05-11,5805.24,83
Beverie Moffet,New Zealand,85% Dark Bars,2023-08-30,12205.52,23
Kaine Padly,USA,Caramel Stuffed Bars,2023-07-21,6318.7,124
Mallorie Waber,Australia,Almond Choco,2023-08-01,8522.8,137
Brien Boise,Canada,85% Dark Bars,2023-02-17,10315.88,268
Brien Boise,Australia,Drinking Coco,2023-07-27,7262.12,158
Dotty Strutley,USA,Orange Choco,2023-02-23,1414.84,112
Rafaelita Blaksland,Australia,50% Dark Bites,2023-03-22,3067.9,42
Dennison Crosswaite,India,99% Dark & Pure,2023-06-23,7369.69,325
Curtice Advani,UK,White Choc,2023-02-01,1775.18,73
Kelci Walkden,Australia,After Nines,2023-03-02,7683.78,279
Gigi Bohling,UK,Fruit & Nut Bars,2023-04-06,1412.22,90
Gunar Cockshoot,Australia,Raspberry Choco,2023-03-17,607.08,76
Curtice Advani,UK,Fruit & Nut Bars,2023-06-24,11688.75,136
Barr Faughny,Canada,50% Dark Bites,2023-07-19,10275.55,301
Curtice Advani,USA,Spicy Special Slims,2023-07-11,1788.1,271
Brien Boise,India,Almond Choco,2023-01-13,2378.08,222
Oby Sorrel,New Zealand,Smooth Sliky Salty,2023-07-07,9545.03,64
Jan Morforth,India,85% Dark Bars,2023-05-25,4999.52,446
Marney O'Breen,India,Fruit & Nut Bars,2023-04-13,5312.5,160
Andria Kimpton,New Zealand,50% Dark Bites,2023-03-02,3750.88,208
Gunar Cockshoot,Canada,Raspberry Choco,2023-06-23,2375.74,129
Kelci Walkden,USA,Drinking Coco,2023-07-26,7013.61,170
Van Tuxwell,Canada,White Choc,2023-03-22,481.52,3
Rafaelita Blaksland,USA,Baker's Choco Chips,2023-06-09,3136.92,64
Van Tuxwell,Australia,Caramel Stuffed Bars,2023-05-17,6584.26,62
Ches Bonnell,New Zealand,Peanut Butter Cubes,2023-03-04,1024.77,260
Kelci Walkden,Canada,Milk Bars,2023-07-07,17680.19,27
Dennison Crosswaite,Canada,Choco Coated Almonds,2023-01-13,10707.82,124
Curtice Advani,Australia,Almond Choco,2023-07-13,3019.09,78
Madelene Upcott,Australia,85% Dark Bars,2023-06-16,1758.62,329
Gigi Bohling,UK,50% Dark Bites,2023-07-18,8385.38,73
Ches Bonnell,UK,Manuka Honey Choco,2023-05-30,4854.12,411
Gigi Bohling,UK,70% Dark Bites,2023-06-21,949.18,83
Jehu Rudeforth,Australia,Peanut Butter Cubes,2023-06-24,6047.05,40
Marney O'Breen,India,Eclairs,2023-01-13,3883.32,94
Curtice Advani,Canada,Fruit & Nut Bars,2023-04-04,4382.07,210
Kaine Padly,UK,Smooth Sliky Salty,2023-06-08,9928.1,599
Karlen McCaffrey,Canada,Spicy Special Slims,2023-08-02,6315.53,51
Kelci Walkden,USA,Organic Choco Syrup,2023-07-21,10630.08,155
Curtice Advani,India,Spicy Special Slims,2023-06-20,167.33,143
Roddy Speechley,India,After Nines,2023-06-22,2690.14,117
Camilla Castle,Australia,Caramel Stuffed Bars,2023-05-02,3242.04,15
Curtice Advani,Australia,99% Dark & Pure,2023-01-07,5363.69,87
Mallorie Waber,UK,50% Dark Bites,2023-02-21,6160.89,95
Ches Bonnell,Canada,Baker's Choco Chips,2023-03-21,7968.23,373
Van Tuxwell,UK,Drinking Coco,2023-04-04,6388.95,131
Gunar Cockshoot,Canada,Fruit & Nut Bars,2023-03-24,15840.74,216
Gunar Cockshoot,New Zealand,Spicy Special Slims,2023-06-28,7265.05,194
Gunar Cockshoot,Australia,Drinking Coco,2023-01-14,2342.49,192
Karlen McCaffrey,New Zealand,Fruit & Nut Bars,2023-02-07,1365.88,147
Dennison Crosswaite,New Zealand,Drinking Coco,2023-01-11,4437.46,196
Jehu Rudeforth,India,99% Dark & Pure,2023-02-25,2072.24,232
Dotty Strutley,Australia,Mint Chip Choco,2023-08-01,7091.81,27
Roddy Speechley,Australia,Mint Chip Choco,2023-05-05,7213.16,277
Madelene Upcott,New Zealand,Raspberry Choco,2023-05-18,9672.76,411
Dotty Strutley,New Zealand,Choco Coated Almonds,2023-01-04,5750.05,350
Roddy Speechley,New Zealand,50% Dark Bites,2023-05-09,4641.29,220
Rafaelita Blaksland,India,Smooth Sliky Salty,2023-05-06,1871.33,88
Husein Augar,UK,White Choc,2023-01-13,10843.46,142
Roddy Speechley,Australia,Almond Choco,2023-06-24,5032.45,79
Van Tuxwell,USA,Caramel Stuffed Bars,2023-02-14,1106.38,21
Camilla Castle,Australia,99% Dark & Pure,2023-01-18,4977.55,97
Kaine Padly,India,Milk Bars,2023-05-02,3210.14,92
Ches Bonnell,Australia,Smooth Sliky Salty,2023-05-16,7794.8,54
Mallorie Waber,USA,Almond Choco,2023-01-28,7613.37,370
Kaine Padly,Canada,99% Dark & Pure,2023-06-24,1332.76,409
Oby Sorrel,UK,After Nines,2023-07-18,2587.76,108
Gunar Cockshoot,UK,Eclairs,2023-04-13,3826.22,169
Dotty Strutley,USA,Caramel Stuffed Bars,2023-04-15,18687.87,80
Jan Morforth,India,Peanut Butter Cubes,2023-01-04,8859.63,184
Husein Augar,Australia,Eclairs,2023-07-04,7299.4,34
Beverie Moffet,USA,Smooth Sliky Salty,2023-03-24,2556.26,354
Camilla Castle,Australia,Manuka Honey Choco,2023-03-17,703.4,181
Oby Sorrel,Australia,Almond Choco,2023-02-15,6421.18,242
Jan Morforth,USA,Orange Choco,2023-06-29,1048.26,149
Gigi Bohling,USA,Fruit & Nut Bars,2023-05-24,3099.14,115
Mallorie Waber,UK,Milk Bars,2023-01-10,3737.68,282
Curtice Advani,USA,Raspberry Choco,2023-03-15,3086.89,153
Marney O'Breen,Canada,Milk Bars,2023-02-08,2618.15,312
Brien Boise,India,Caramel Stuffed Bars,2023-02-25,1643.45,110
Gunar Cockshoot,USA,Eclairs,2023-05-03,7368.94,45
Roddy Speechley,USA,Fruit & Nut Bars,2023-06-14,6082.19,23
Gunar Cockshoot,India,50% Dark Bites,2023-08-09,14456.14,79
Wilone O'Kielt,New Zealand,Manuka Honey Choco,2023-07-11,4173.4,254
Kaine Padly,UK,Manuka Honey Choco,2023-01-14,7189.18,113
Van Tuxwell,Canada,Manuka Honey Choco,2023-02-24,8962.96,48
Wilone O'Kielt,New Zealand,Almond Choco,2023-03-15,10085.02,146
Oby Sorrel,New Zealand,Baker's Choco Chips,2023-04-25,12073.18,51
Dennison Crosswaite,Australia,Organic Choco Syrup,2023-05-10,6655.62,39
Marney O'Breen,Australia,Spicy Special Slims,2023-06-23,14193.67,302
Beverie Moffet,Canada,Smooth Sliky Salty,2023-02-28,15507.29,352
Brien Boise,USA,Organic Choco Syrup,2023-05-25,17383.08,145
Roddy Speechley,New Zealand,Baker's Choco Chips,2023-02-22,5912.59,232
Van Tuxwell,UK,85% Dark Bars,2023-07-11,4029.28,128
Marney O'Breen,Canada,Spicy Special Slims,2023-01-03,3563.09,344
Rafaelita Blaksland,New Zealand,70% Dark Bites,2023-08-24,773.73,280
Beverie Moffet,USA,50% Dark Bites,2023-07-28,2620.19,340
Brien Boise,USA,Mint Chip Choco,2023-05-25,11426.56,151
Karlen McCaffrey,New Zealand,Eclairs,2023-05-06,2935.8,171
Barr Faughny,India,Drinking Coco,2023-01-28,2431.53,148
Marney O'Breen,UK,Orange Choco,2023-06-06,11882.82,13
Brien Boise,New Zealand,Baker's Choco Chips,2023-07-12,6297.06,26
Ches Bonnell,Canada,Spicy Special Slims,2023-08-05,5859.21,193
Brien Boise,USA,Orange Choco,2023-01-28,6276.91,157
Kaine Padly,India,Spicy Special Slims,2023-08-31,5674.7,147
Mallorie Waber,USA,50% Dark Bites,2023-04-19,1960.1,14
Mallorie Waber,UK,Mint Chip Choco,2023-06-29,6540.3,2
Beverie Moffet,India,Choco Coated Almonds,2023-02-24,3818.21,287
Madelene Upcott,UK,Smooth Sliky Salty,2023-03-04,14769.97,87
Gigi Bohling,India,Eclairs,2023-06-21,3687.44,73
Rafaelita Blaksland,Australia,Organic Choco Syrup,2023-01-26,1123.58,114
Oby Sorrel,New Zealand,White Choc,2023-06-10,4612.08,38
Andria Kimpton,UK,Drinking Coco,2023-05-23,1600.11,70
Kelci Walkden,India,Milk Bars,2023-04-15,975.67,105
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,2023-01-31,5487.3,219
Andria Kimpton,New Zealand,Organic Choco Syrup,2023-03-04,4948.15,39
Barr Faughny,New Zealand,After Nines,2023-04-19,11460.08,81
Beverie Moffet,UK,Almond Choco,2023-05-16,2628.33,101
Oby Sorrel,Australia,Raspberry Choco,2023-02-17,1044.35,126
Dennison Crosswaite,USA,Raspberry Choco,2023-01-18,7449.7,264
Roddy Speechley,Canada,Orange Choco,2023-02-09,9315.64,88
Mallorie Waber,Canada,Orange Choco,2023-03-23,3820.94,179
Madelene Upcott,New Zealand,Caramel Stuffed Bars,2023-02-01,3782.83,150
Mallorie Waber,India,Drinking Coco,2023-03-07,4525.72,146
Ches Bonnell,UK,White Choc,2023-01-03,3730.79,237
Ches Bonnell,USA,White Choc,2023-02-11,6068.19,349
Dennison Crosswaite,New Zealand,Orange Choco,2023-03-16,4944.46,144
Dotty Strutley,India,White Choc,2023-08-15,12331.35,337
Gigi Bohling,India,Manuka Honey Choco,2023-05-12,5290.76,76
Van Tuxwell,India,Spicy Special Slims,2023-04-11,6874.06,4
Jan Morforth,New Zealand,Mint Chip Choco,2023-06-30,20402.17,297
Dotty Strutley,New Zealand,White Choc,2023-06-15,7923.1,62
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,2023-08-01,8145.99,100
Kaine Padly,USA,Milk Bars,2023-06-15,16253.25,58
Brien Boise,India,After Nines,2023-06-16,5744.07,49
Oby Sorrel,New Zealand,Raspberry Choco,2023-05-13,4908.71,288
Dennison Crosswaite,USA,Drinking Coco,2023-05-10,2369.87,139
Oby Sorrel,India,Eclairs,2023-08-25,5973.24,337
Ches Bonnell,New Zealand,Organic Choco Syrup,2023-07-15,8047.16,86
Gigi Bohling,UK,Baker's Choco Chips,2023-05-16,9656.56,400
Jan Morforth,Australia,50% Dark Bites,2023-06-14,3925.06,186
Beverie Moffet,Australia,Smooth Sliky Salty,2023-01-25,11682.62,506
Ches Bonnell,USA,Organic Choco Syrup,2023-07-28,7874.15,13
Brien Boise,Canada,Mint Chip Choco,2023-01-28,5061.37,179
Kaine Padly,UK,Orange Choco,2023-06-29,2099.24,186
Karlen McCaffrey,Australia,70% Dark Bites,2023-06-24,237.57,311
Gunar Cockshoot,Canada,Mint Chip Choco,2023-07-01,8829.77,445
Roddy Speechley,USA,Peanut Butter Cubes,2023-02-25,1733.09,135
Curtice Advani,Canada,Smooth Sliky Salty,2023-08-01,3047.18,12
Oby Sorrel,Australia,Milk Bars,2023-06-21,8497.72,276
Camilla Castle,New Zealand,Spicy Special Slims,2023-01-25,12557.56,26
Gigi Bohling,UK,Milk Bars,2023-05-17,1406.91,231
Andria Kimpton,Australia,85% Dark Bars,2023-08-23,4496.32,240
Camilla Castle,Australia,Smooth Sliky Salty,2023-03-03,8220.25,125
Roddy Speechley,India,Caramel Stuffed Bars,2023-05-30,9588.03,562
Karlen McCaffrey,USA,Drinking Coco,2023-06-29,114.82,231
Andria Kimpton,Canada,Organic Choco Syrup,2023-01-04,8804.98,214
Jehu Rudeforth,Australia,Drinking Coco,2023-01-14,2900.61,68
Karlen McCaffrey,USA,Mint Chip Choco,2023-02-15,16773.08,58
Curtice Advani,New Zealand,Spicy Special Slims,2023-01-10,4153.59,513
Madelene Upcott,USA,White Choc,2023-05-04,12571.07,226
Andria Kimpton,USA,Spicy Special Slims,2023-05-23,2553.46,5
Barr Faughny,New Zealand,Fruit & Nut Bars,2023-04-26,1888.94,159
Oby Sorrel,Canada,Organic Choco Syrup,2023-07-05,1310.04,71
Madelene Upcott,UK,Organic Choco Syrup,2023-07-21,7805.9,179
Dotty Strutley,USA,Mint Chip Choco,2023-02-21,6101.12,261
Kelci Walkden,USA,Orange Choco,2023-02-03,1425.81,133
Gigi Bohling,Australia,Caramel Stuffed Bars,2023-07-08,8724.4,147
Mallorie Waber,India,50% Dark Bites,2023-05-31,664.82,147
Van Tuxwell,New Zealand,Mint Chip Choco,2023-06-27,4351.31,103
Van Tuxwell,India,50% Dark Bites,2023-05-13,5825.09,123
Van Tuxwell,USA,Manuka Honey Choco,2023-05-31,2418.93,110
Wilone O'Kielt,USA,Orange Choco,2023-02-28,7725.52,38
Barr Faughny,New Zealand,Eclairs,2023-03-28,7144.08,32
Gigi Bohling,USA,After Nines,2023-01-14,2043.13,243
Barr Faughny,New Zealand,Mint Chip Choco,2023-02-21,6526.01,147
Dennison Crosswaite,Canada,85% Dark Bars,2023-08-01,11334.77,89
Beverie Moffet,New Zealand,Smooth Sliky Salty,2023-05-19,2492.67,58
Husein Augar,USA,White Choc,2023-07-13,2066.48,59
Andria Kimpton,Australia,Peanut Butter Cubes,2023-04-20,7009.01,150
Dennison Crosswaite,India,85% Dark Bars,2023-06-30,4562.97,21
Curtice Advani,UK,50% Dark Bites,2023-03-08,3442.99,142
Gunar Cockshoot,USA,Fruit & Nut Bars,2023-03-09,6669.6,99
Oby Sorrel,Canada,Raspberry Choco,2023-06-16,1902.47,217
Gigi Bohling,UK,Drinking Coco,2023-06-30,6157.17,43
Kelci Walkden,India,Mint Chip Choco,2023-07-28,3012.68,129
Karlen McCaffrey,Canada,Peanut Butter Cubes,2023-08-12,3473.62,170
Barr Faughny,UK,Mint Chip Choco,2023-07-07,4129.98,332
Barr Faughny,USA,85% Dark Bars,2023-08-25,14566.22,45
Husein Augar,Canada,Eclairs,2023-01-17,4049.61,255
Jan Morforth,Australia,70% Dark Bites,2023-03-04,5924.44,396
